Gasage (yr BP),CO2 (ppmv),bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,Year
805668.8684046668,207.28544010704545,2840,1561.45,120526.0,118494.0,-392.2,217.7,2.914,7819
805668.8684046668,207.28544010704545,2841,1562.0,120569.8,118540.0,-394.9,217.3,2.845,7819
805668.8684046668,207.28544010704545,2842,1562.55,120614.8,118586.0,-394.8,217.3,2.869,7819
805668.8684046668,207.28544010704545,2843,1563.1,120659.4,118632.3333,-391.4,217.9,2.849,7819
805668.8684046668,207.28544010704545,2844,1563.65,120704.3,118678.6667,-398.7,216.7,2.774,7819
805668.8684046668,207.28544010704545,2845,1564.2,120750.4,118725.0,-396.0,217.1,2.822,7819
805668.8684046668,207.28544010704545,2846,1564.75,120795.8,118770.3333,-388.9,218.3,2.988,7819
805668.8684046668,207.28544010704545,2847,1565.3,120838.7,118815.6667,-392.7,217.7,2.969,7819
805668.8684046668,207.28544010704545,2848,1565.85,120881.9,118861.0,-388.5,218.4,3.089,7819
805668.8684046668,207.28544010704545,2849,1566.4,120923.4,118905.3333,-395.1,217.3,2.887,7819
805668.8684046668,207.28544010704545,2850,1566.95,120967.8,118949.6667,-391.4,217.9,2.984,7819
805668.8684046668,207.28544010704545,2851,1567.5,121010.8,118994.0,-389.3,218.3,3.147,7819
805668.8684046668,207.28544010704545,2852,1568.05,121051.6,119036.6667,-384.1,219.1,3.185,7819
805668.8684046668,207.28544010704545,2853,1568.6,121091.9,119079.3333,-392.3,217.8,3.036,7819
805668.8684046668,207.28544010704545,2854,1569.15,121134.2,119122.0,-392.9,217.7,2.933,7819
805668.8684046668,207.28544010704545,2855,1569.7,121178.0,119167.3333,-390.1,218.1,3.025,7819
805668.8684046668,207.28544010704545,2856,1570.25,121220.5,119212.6667,-394.1,217.5,2.878,7819
805668.8684046668,207.28544010704545,2857,1570.8,121265.2,119258.0,-396.3,217.1,2.847,7819
805668.8684046668,207.28544010704545,2858,1571.35,121310.4,119303.6667,-391.9,217.8,2.944,7819
805668.8684046668,207.28544010704545,2859,1571.9,121354.1,119349.3333,-390.2,218.1,2.994,7819
805668.8684046668,207.28544010704545,2860,1572.45,121397.1,119395.0,-393.5,217.6,3.025,7819
805668.8684046668,207.28544010704545,2861,1573.0,121439.7,119439.3333,-385.1,219.0,3.222,7819
805668.8684046668,207.28544010704545,2862,1573.55,121479.7,119483.6667,-393.5,217.6,2.961,7819
805668.8684046668,207.28544010704545,2863,1574.1,121523.2,119528.0,-385.6,218.9,3.212,7819
805668.8684046668,207.28544010704545,2864,1574.65,121563.4,119570.3333,-387.8,218.5,3.19,7819
805668.8684046668,207.28544010704545,2865,1575.2,121603.8,119612.6667,-389.6,218.2,3.142,7819
805668.8684046668,207.28544010704545,2866,1575.75,121644.9,119655.0,-388.3,218.5,3.118,7819
805668.8684046668,207.28544010704545,2867,1576.3,121686.3,119699.3333,-392.4,217.8,2.988,7819
805668.8684046668,207.28544010704545,2868,1576.85,121729.5,119743.6667,-390.3,218.1,3.077,7819
805668.8684046668,207.28544010704545,2869,1577.4,121771.5,119788.0,-388.9,218.4,3.095,7819
805668.8684046668,207.28544010704545,2870,1577.95,121813.2,119833.0,-391.3,218.0,3.025,7819
805668.8684046668,207.28544010704545,2871,1578.5,121856.0,119878.0,-393.0,217.7,2.981,7819
805668.8684046668,207.28544010704545,2872,1579.05,121899.3,119923.0,-391.5,218.0,3.012,7819
805668.8684046668,207.28544010704545,2873,1579.6,121942.3,119967.6667,-389.6,218.3,3.077,7819
805668.8684046668,207.28544010704545,2874,1580.15,121984.4,120012.3333,-391.2,218.0,3.037,7819
805668.8684046668,207.28544010704545,2875,1580.7,122027.0,120057.0,-390.6,218.1,3.103,7819
805668.8684046668,207.28544010704545,2876,1581.25,122068.7,120100.6667,-386.2,218.9,3.187,7819
805668.8684046668,207.28544010704545,2877,1581.8,122109.4,120144.3333,-389.5,218.3,3.192,7819
805668.8684046668,207.28544010704545,2878,1582.35,122150.0,120188.0,-387.8,218.6,3.166,7819
805668.8684046668,207.28544010704545,2879,1582.9,122190.9,120231.3333,-388.9,218.4,3.165,7819
805668.8684046668,207.28544010704545,2880,1583.45,122231.9,120274.6667,-387.9,218.6,3.212,7819
805668.8684046668,207.28544010704545,2881,1584.0,122272.3,120318.0,-386.2,218.9,3.338,7819
805668.8684046668,207.28544010704545,2882,1584.55,122311.2,120360.3333,-382.4,219.5,3.3,7819
805668.8684046668,207.28544010704545,2883,1585.1,122350.5,120402.6667,-390.6,218.2,3.187,7819
805668.8684046668,207.28544010704545,2884,1585.65,122391.2,120445.0,-391.0,218.1,3.085,7819
805668.8684046668,207.28544010704545,2885,1586.2,122433.3,120488.3333,-382.5,219.5,3.4,7819
805668.8684046668,207.28544010704545,2886,1586.75,122471.6,120531.6667,-390.2,218.2,3.159,7819
805668.8684046668,207.28544010704545,2887,1587.3,122512.7,120575.0,-389.2,218.4,3.128,7819
805668.8684046668,207.28544010704545,2888,1587.85,122554.3,120619.3333,-389.3,218.4,3.154,7819
805668.8684046668,207.28544010704545,2889,1588.4,122595.5,120663.6667,-388.3,218.6,3.169,7819
805668.8684046668,207.28544010704545,2890,1588.95,122636.6,120708.0,-389.4,218.4,3.146,7819
805668.8684046668,207.28544010704545,2891,1589.5,122678.0,120750.6667,-388.3,218.6,3.246,7819
805668.8684046668,207.28544010704545,2892,1590.05,122718.1,120793.3333,-383.6,219.3,3.341,7819
805668.8684046668,207.28544010704545,2893,1590.6,122757.0,120836.0,-386.4,218.9,3.439,7819
805668.8684046668,207.28544010704545,2894,1591.15,122794.9,120877.6667,-380.3,219.9,3.503,7819
805668.8684046668,207.28544010704545,2895,1591.7,122832.1,120919.3333,-387.6,218.7,3.226,7819
805668.8684046668,207.28544010704545,2896,1592.25,122872.5,120961.0,-391.8,218.0,3.154,7819
805668.8684046668,207.28544010704545,2897,1592.8,122913.9,121003.3333,-384.3,219.2,3.317,7819
805668.8684046668,207.28544010704545,2898,1593.35,122953.2,121045.6667,-383.5,219.4,3.389,7819
805668.8684046668,207.28544010704545,2899,1593.9,122991.7,121088.0,-387.7,218.7,3.282,7819
805668.8684046668,207.28544010704545,2900,1594.45,123031.5,121131.3333,-388.6,218.5,3.197,7819
805668.8684046668,207.28544010704545,2901,1595.0,123072.3,121174.6667,-387.6,218.7,3.274,7819
805668.8684046668,207.28544010704545,2902,1595.55,123112.2,121218.0,-384.9,219.2,3.277,7819
805668.8684046668,207.28544010704545,2903,1596.1,123152.1,121262.3333,-389.0,218.5,3.159,7819
805668.8684046668,207.28544010704545,2904,1596.65,123193.5,121306.6667,-395.0,217.5,2.976,7819
805668.8684046668,207.28544010704545,2905,1597.2,123237.4,121351.0,-390.4,218.3,3.064,7819
805668.8684046668,207.28544010704545,2906,1597.75,123280.1,121396.0,-388.8,218.5,3.163,7819
805668.8684046668,207.28544010704545,2907,1598.3,123321.5,121441.0,-391.3,218.1,3.127,7819
805668.8684046668,207.28544010704545,2908,1598.85,123363.3,121486.0,-387.6,218.7,3.153,7819
805668.8684046668,207.28544010704545,2909,1599.4,123404.8,121530.3333,-390.5,218.3,3.16,7819
805668.8684046668,207.28544010704545,2910,1599.95,123446.2,121574.6667,-389.4,218.4,3.177,7819
805668.8684046668,207.28544010704545,2911,1600.5,123487.5,121619.0,-385.5,219.1,3.332,7819
805668.8684046668,207.28544010704545,2912,1601.05,123526.8,121660.6667,-384.0,219.3,3.39,7819
805668.8684046668,207.28544010704545,2913,1601.6,123565.4,121702.3333,-387.6,218.8,3.409,7819
805668.8684046668,207.28544010704545,2914,1602.15,123603.9,121744.0,-381.6,219.7,3.388,7819
805668.8684046668,207.28544010704545,2915,1602.7,123642.6,121786.6667,-387.8,218.7,3.316,7819
805668.8684046668,207.28544010704545,2916,1603.25,123682.2,121829.3333,-390.3,218.3,3.138,7819
805668.8684046668,207.28544010704545,2917,1603.8,123724.0,121872.0,-388.0,218.7,3.251,7819
805668.8684046668,207.28544010704545,2918,1604.35,123764.3,121915.0,-386.0,219.0,3.289,7819
805668.8684046668,207.28544010704545,2919,1604.9,123804.2,121958.0,-387.6,218.8,3.29,7819
805668.8684046668,207.28544010704545,2920,1605.45,123844.1,122001.0,-387.3,218.8,3.283,7819
805668.8684046668,207.28544010704545,2921,1606.0,123884.1,122043.0,-385.6,219.1,3.366,7819
805668.8684046668,207.28544010704545,2922,1606.55,123923.2,122085.0,-384.7,219.3,3.396,7819
805668.8684046668,207.28544010704545,2923,1607.1,123961.9,122127.0,-385.6,219.1,3.342,7819
805668.8684046668,207.28544010704545,2924,1607.65,124001.2,122169.0,-388.1,218.7,3.343,7819
805668.8684046668,207.28544010704545,2925,1608.2,124040.5,122211.0,-382.8,219.6,3.459,7819
805668.8684046668,207.28544010704545,2926,1608.75,124078.5,122253.0,-381.7,219.8,3.556,7819
805668.8684046668,207.28544010704545,2927,1609.3,124115.5,122294.3333,-383.9,219.4,3.362,7819
805668.8684046668,207.28544010704545,2928,1609.85,124154.7,122335.6667,-391.6,218.1,3.298,7819
805668.8684046668,207.28544010704545,2929,1610.4,124194.6,122377.0,-383.3,219.5,3.361,7819
805668.8684046668,207.28544010704545,2930,1610.95,124233.8,122418.6667,-385.4,219.2,3.398,7819
805668.8684046668,207.28544010704545,2931,1611.5,124272.5,122460.3333,-385.1,219.2,3.355,7819
805668.8684046668,207.28544010704545,2932,1612.05,124311.8,122502.0,-388.1,218.7,3.356,7819
805668.8684046668,207.28544010704545,2933,1612.6,124351.1,122545.3333,-384.0,219.4,3.262,7819
805668.8684046668,207.28544010704545,2934,1613.15,124391.5,122588.6667,-394.9,217.6,3.074,7819
805668.8684046668,207.28544010704545,2935,1613.7,124434.4,122632.0,-383.2,219.5,3.434,7819
805668.8684046668,207.28544010704545,2936,1614.25,124472.8,122674.0,-383.7,219.4,3.411,7819
805668.8684046668,207.28544010704545,2937,1614.8,124511.5,122716.0,-387.5,218.8,3.288,7819
805668.8684046668,207.28544010704545,2938,1615.35,124551.6,122758.0,-390.2,218.4,3.27,7819
805668.8684046668,207.28544010704545,2939,1615.9,124592.0,122801.0,-382.6,219.6,3.421,7819
805668.8684046668,207.28544010704545,2940,1616.45,124630.6,122844.0,-391.4,218.2,3.136,7819
805668.8684046668,207.28544010704545,2941,1617.0,124672.7,122887.0,-384.7,219.3,3.31,7819
805668.8684046668,207.28544010704545,2942,1617.55,124712.6,122929.0,-389.0,218.6,3.42,7819
805668.8684046668,207.28544010704545,2943,1618.1,124751.3,122971.0,-379.8,220.1,3.426,7819
805668.8684046668,207.28544010704545,2944,1618.65,124789.9,123013.0,-389.0,218.6,3.292,7819
805668.8684046668,207.28544010704545,2945,1619.2,124830.0,123055.3333,-390.1,218.4,3.199,7819
805668.8684046668,207.28544010704545,2946,1619.75,124871.4,123097.6667,-383.5,219.5,3.465,7819
805668.8684046668,207.28544010704545,2947,1620.3,124909.5,123140.0,-381.4,219.8,3.532,7819
805668.8684046668,207.28544010704545,2948,1620.85,124947.0,123180.3333,-384.0,219.4,3.508,7819
805668.8684046668,207.28544010704545,2949,1621.4,124984.7,123220.6667,-383.9,219.4,3.441,7819
805668.8684046668,207.28544010704545,2950,1621.95,125023.2,123261.0,-388.7,218.6,3.402,7819
805668.8684046668,207.28544010704545,2951,1622.5,125062.1,123301.3333,-379.0,220.2,3.499,7819
805668.8684046668,207.28544010704545,2952,1623.05,125100.0,123341.6667,-383.9,219.4,3.55,7819
805668.8684046668,207.28544010704545,2953,1623.6,125137.3,123382.0,-385.5,219.2,3.409,7819
805668.8684046668,207.28544010704545,2954,1624.15,125176.2,123423.6667,-382.9,219.6,3.445,7819
805668.8684046668,207.28544010704545,2955,1624.7,125214.7,123465.3333,-388.0,218.7,3.242,7819
805668.8684046668,207.28544010704545,2956,1625.25,125255.6,123507.0,-392.8,217.9,3.223,7819
805668.8684046668,207.28544010704545,2957,1625.8,125296.7,123548.6667,-382.6,219.6,3.376,7819
805668.8684046668,207.28544010704545,2958,1626.35,125336.0,123590.3333,-382.9,219.6,3.531,7819
805668.8684046668,207.28544010704545,2959,1626.9,125373.6,123632.0,-383.4,219.5,3.679,7819
805668.8684046668,207.28544010704545,2960,1627.45,125409.7,123670.0,-374.5,221.0,3.705,7819
805668.8684046668,207.28544010704545,2961,1628.0,125445.5,123708.0,-382.6,219.6,3.707,7819
805668.8684046668,207.28544010704545,2962,1628.55,125481.3,123746.0,-379.8,220.1,3.771,7819
805668.8684046668,207.28544010704545,2963,1629.1,125516.6,123784.3333,-375.6,220.8,3.683,7819
805668.8684046668,207.28544010704545,2964,1629.65,125552.6,123822.6667,-386.0,219.1,3.596,7819
805668.8684046668,207.28544010704545,2965,1630.2,125589.6,123861.0,-382.7,219.6,3.501,7819
805668.8684046668,207.28544010704545,2966,1630.75,125627.6,123900.6667,-384.9,219.3,3.495,7819
805668.8684046668,207.28544010704545,2967,1631.3,125665.6,123940.3333,-380.0,220.1,3.459,7819
805668.8684046668,207.28544010704545,2968,1631.85,125704.0,123980.0,-389.2,218.6,3.357,7819
805668.8684046668,207.28544010704545,2969,1632.4,125743.7,124023.6667,-388.3,218.7,3.198,7819
805668.8684046668,207.28544010704545,2970,1632.95,125785.2,124067.3333,-392.5,218.0,3.054,7819
805668.8684046668,207.28544010704545,2971,1633.5,125828.8,124111.0,-386.4,219.0,3.358,7819
805668.8684046668,207.28544010704545,2972,1634.05,125868.5,124154.0,-384.4,219.3,3.3,7819
805668.8684046668,207.28544010704545,2973,1634.6,125908.8,124197.0,-392.3,218.0,3.123,7819
805668.8684046668,207.28544010704545,2974,1635.15,125951.5,124240.0,-393.9,217.8,3.063,7819
805668.8684046668,207.28544010704545,2975,1635.7,125994.9,124283.0,-387.2,218.9,3.225,7819
805668.8684046668,207.28544010704545,2976,1636.25,126036.2,124326.0,-384.8,219.3,3.422,7819
805668.8684046668,207.28544010704545,2977,1636.8,126075.2,124369.0,-381.0,219.9,3.512,7819
805668.8684046668,207.28544010704545,2978,1637.35,126113.1,124410.0,-388.0,218.8,3.427,7819
805668.8684046668,207.28544010704545,2979,1637.9,126152.0,124451.0,-384.0,219.4,3.313,7819
805668.8684046668,207.28544010704545,2980,1638.45,126192.2,124492.0,-390.7,218.3,3.185,7819
805668.8684046668,207.28544010704545,2981,1639.0,126234.1,124536.0,-392.5,218.0,3.045,7819
805668.8684046668,207.28544010704545,2982,1639.55,126277.9,124580.0,-385.0,219.3,3.331,7819
805668.8684046668,207.28544010704545,2983,1640.1,126317.9,124624.0,-391.8,218.1,3.156,7819
805668.8684046668,207.28544010704545,2984,1640.65,126360.2,124667.3333,-389.7,218.5,3.205,7819
805668.8684046668,207.28544010704545,2985,1641.2,126401.8,124710.6667,-385.2,219.2,3.308,7819
805668.8684046668,207.28544010704545,2986,1641.75,126442.2,124754.0,-386.8,219.0,3.33,7819
805668.8684046668,207.28544010704545,2987,1642.3,126482.3,124797.3333,-388.6,218.7,3.217,7819
805668.8684046668,207.28544010704545,2988,1642.85,126523.8,124840.6667,-391.5,218.2,3.155,7819
805668.8684046668,207.28544010704545,2989,1643.4,126566.1,124884.0,-385.8,219.1,3.281,7819
805668.8684046668,207.28544010704545,2990,1643.95,126606.8,124926.0,-387.1,218.9,3.357,7819
805668.8684046668,207.28544010704545,2991,1644.5,126646.6,124968.0,-385.0,219.3,3.387,7819
805668.8684046668,207.28544010704545,2992,1645.05,126686.0,125010.0,-384.1,219.4,3.438,7819
805668.8684046668,207.28544010704545,2993,1645.6,126724.9,125053.0,-390.3,218.4,3.166,7819
805668.8684046668,207.28544010704545,2994,1646.15,126767.1,125096.0,-389.5,218.5,3.174,7819
805668.8684046668,207.28544010704545,2995,1646.7,126809.2,125139.0,-389.1,218.6,3.207,7819
805668.8684046668,207.28544010704545,2996,1647.25,126850.9,125183.0,-388.1,218.7,3.202,7819
805668.8684046668,207.28544010704545,2997,1647.8,126892.7,125227.0,-390.6,218.3,3.171,7819
805668.8684046668,207.28544010704545,2998,1648.35,126934.8,125271.0,-387.3,218.9,3.255,7819
805668.8684046668,207.28544010704545,2999,1648.9,126975.9,125317.0,-393.5,217.8,2.974,7819
805668.8684046668,207.28544010704545,3000,1649.45,127020.9,125363.0,-395.8,217.5,3.005,7819
805668.8684046668,207.28544010704545,3001,1650.0,127065.4,125409.0,-384.4,219.4,3.239,7819
805668.8684046668,207.28544010704545,3002,1650.55,127106.7,125452.3333,-388.6,218.7,3.26,7819
805668.8684046668,207.28544010704545,3003,1651.1,127147.7,125495.6667,-390.5,218.3,3.155,7819
805668.8684046668,207.28544010704545,3004,1651.65,127190.2,125539.0,-390.3,218.4,3.161,7819
805668.8684046668,207.28544010704545,3005,1652.2,127232.5,125582.3333,-383.2,219.5,3.424,7819
805668.8684046668,207.28544010704545,3006,1652.75,127271.6,125625.6667,-392.2,218.1,3.201,7819
805668.8684046668,207.28544010704545,3007,1653.3,127313.4,125669.0,-384.0,219.4,3.234,7819
805668.8684046668,207.28544010704545,3008,1653.85,127354.8,125713.0,-391.8,218.1,3.182,7819
805668.8684046668,207.28544010704545,3009,1654.4,127396.9,125757.0,-391.4,218.2,3.15,7819
805668.8684046668,207.28544010704545,3010,1654.95,127439.4,125801.0,-384.4,219.4,3.358,7819
805668.8684046668,207.28544010704545,3011,1655.5,127479.3,125844.0,-384.4,219.4,3.361,7819
805668.8684046668,207.28544010704545,3012,1656.05,127519.1,125887.0,-394.2,217.7,3.07,7819
805668.8684046668,207.28544010704545,3013,1656.6,127562.8,125930.0,-390.1,218.4,3.032,7819
805668.8684046668,207.28544010704545,3014,1657.15,127607.0,125977.0,-394.8,217.6,2.989,7819
805668.8684046668,207.28544010704545,3015,1657.7,127651.8,126024.0,-393.8,217.8,3.014,7819
805668.8684046668,207.28544010704545,3016,1658.25,127696.2,126071.0,-388.7,218.6,3.135,7819
805668.8684046668,207.28544010704545,3017,1658.8,127739.0,126114.6667,-389.7,218.5,3.19,7819
805668.8684046668,207.28544010704545,3018,1659.35,127781.0,126158.3333,-386.0,219.1,3.357,7819
805668.8684046668,207.28544010704545,3019,1659.9,127820.9,126202.0,-385.1,219.2,3.363,7819
805668.8684046668,207.28544010704545,3020,1660.45,127860.8,126243.6667,-387.6,218.8,3.406,7819
805668.8684046668,207.28544010704545,3021,1661.0,127900.1,126285.3333,-382.2,219.7,3.491,7819
805668.8684046668,207.28544010704545,3022,1661.55,127938.5,126327.0,-380.9,219.9,3.628,7819
805668.8684046668,207.28544010704545,3023,1662.1,127975.5,126366.6667,-383.6,219.5,3.516,7819
805668.8684046668,207.28544010704545,3024,1662.65,128013.7,126406.3333,-382.7,219.6,3.642,7819
805668.8684046668,207.28544010704545,3025,1663.2,128050.5,126446.0,-377.1,220.6,3.72,7819
805668.8684046668,207.28544010704545,3026,1663.75,128086.6,126484.3333,-381.2,219.9,3.7,7819
805668.8684046668,207.28544010704545,3027,1664.3,128122.9,126522.6667,-377.2,220.5,3.726,7819
805668.8684046668,207.28544010704545,3028,1664.85,128158.9,126561.0,-383.5,219.5,3.692,7819
805668.8684046668,207.28544010704545,3029,1665.4,128195.2,126599.6667,-379.5,220.2,3.67,7819
805668.8684046668,207.28544010704545,3030,1665.95,128231.8,126638.3333,-377.0,220.6,3.833,7819
805668.8684046668,207.28544010704545,3031,1666.5,128266.8,126677.0,-380.3,220.0,3.638,7819
805668.8684046668,207.28544010704545,3032,1667.05,128303.7,126717.6667,-384.8,219.3,3.535,7819
805668.8684046668,207.28544010704545,3033,1667.6,128341.7,126758.3333,-383.2,219.5,3.498,7819
805668.8684046668,207.28544010704545,3034,1668.15,128380.1,126799.0,-382.6,219.6,3.577,7819
805668.8684046668,207.28544010704545,3035,1668.7,128417.6,126838.6667,-380.4,220.0,3.682,7819
805668.8684046668,207.28544010704545,3036,1669.25,128454.1,126878.3333,-378.9,220.3,3.628,7819
805668.8684046668,207.28544010704545,3037,1669.8,128491.1,126918.0,-386.1,219.1,3.458,7819
805668.8684046668,207.28544010704545,3038,1670.35,128530.0,126959.6667,-384.7,219.3,3.442,7819
805668.8684046668,207.28544010704545,3039,1670.9,128569.0,127001.3333,-383.5,219.5,3.59,7819
805668.8684046668,207.28544010704545,3040,1671.45,128606.4,127043.0,-378.0,220.4,3.748,7819
805668.8684046668,207.28544010704545,3041,1672.0,128642.3,127081.6667,-375.9,220.8,3.916,7819
805668.8684046668,207.28544010704545,3042,1672.55,128676.6,127120.3333,-381.2,219.9,3.673,7819
805668.8684046668,207.28544010704545,3043,1673.1,128713.2,127159.0,-379.2,220.2,3.741,7819
805668.8684046668,207.28544010704545,3044,1673.65,128749.1,127198.6667,-378.1,220.4,3.75,7819
805668.8684046668,207.28544010704545,3045,1674.2,128785.0,127238.3333,-383.5,219.5,3.579,7819
805668.8684046668,207.28544010704545,3046,1674.75,128822.6,127278.0,-378.0,220.4,3.664,7819
805668.8684046668,207.28544010704545,3047,1675.3,128859.3,127318.3333,-379.2,219.3,3.715,7819
805668.8684046668,207.28544010704545,3048,1675.85,128895.5,127358.6667,-376.1,220.7,3.771,7819
805668.8684046668,207.28544010704545,3049,1676.4,128931.2,127399.0,-378.7,220.3,3.948,7819
805668.8684046668,207.28544010704545,3050,1676.95,128965.2,127435.6667,-369.1,221.9,4.079,7819
805668.8684046668,207.28544010704545,3051,1677.5,128998.2,127472.3333,-375.3,220.8,4.161,7819
805668.8684046668,207.28544010704545,3052,1678.05,129030.6,127509.0,-376.6,221.0,4.138,7819
805668.8684046668,207.28544010704545,3053,1678.6,129063.1,127545.3333,-369.4,221.8,4.189,7819
805668.8684046668,207.28544010704545,3054,1679.15,129095.2,127581.6667,-373.0,221.2,4.231,7819
805668.8684046668,207.28544010704545,3055,1679.7,129127.0,127618.0,-375.1,220.9,4.111,7819
805668.8684046668,207.28544010704545,3056,1680.25,129159.8,127654.6667,-370.6,221.6,4.167,7819
805668.8684046668,207.28544010704545,3057,1680.8,129192.1,127691.3333,-379.5,221.4,4.237,7819
805668.8684046668,207.28544010704545,3058,1681.35,129223.9,127728.0,-374.3,221.0,4.044,7819
805668.8684046668,207.28544010704545,3059,1681.9,129257.2,127765.6667,-375.5,220.8,4.013,7819
805668.8684046668,207.28544010704545,3060,1682.45,129290.7,127803.3333,-375.8,220.7,3.996,7819
805668.8684046668,207.28544010704545,3061,1683.0,129324.4,127841.0,-381.9,222.0,4.145,7819
805668.8684046668,207.28544010704545,3062,1683.55,129356.9,127878.6667,-378.8,220.2,4.162,7819
805668.8684046668,207.28544010704545,3063,1684.1,129389.3,127916.3333,-370.8,221.6,4.16,7819
805668.8684046668,207.28544010704545,3064,1684.65,129421.7,127954.0,-381.4,221.8,4.399,7819
805668.8684046668,207.28544010704545,3065,1685.2,129452.3,127989.3333,-367.7,222.1,4.448,7819
805668.8684046668,207.28544010704545,3066,1685.75,129482.6,128024.6667,-370.6,221.6,4.415,7819
805668.8684046668,207.28544010704545,3067,1686.3,129513.1,128060.0,-365.8,222.4,4.499,7819
805668.8684046668,207.28544010704545,3068,1686.85,129543.1,128095.3333,-366.2,222.3,4.576,7819
805668.8684046668,207.28544010704545,3069,1687.4,129572.6,128130.6667,-370.1,221.1,4.36,7819
805668.8684046668,207.28544010704545,3070,1687.95,129603.5,128166.0,-366.0,222.3,4.398,7819
805668.8684046668,207.28544010704545,3071,1688.5,129634.1,128200.6667,-371.3,222.4,4.641,7819
805668.8684046668,207.28544010704545,3072,1689.05,129663.2,128235.3333,-375.7,222.3,4.479,7819
805668.8684046668,207.28544010704545,3073,1689.6,129693.3,128270.0,-371.2,221.5,4.343,7819
805668.8684046668,207.28544010704545,3074,1690.15,129724.4,128306.0,-365.0,220.9,4.419,7819
805668.8684046668,207.28544010704545,3075,1690.7,129754.9,128342.0,-361.2,223.1,4.406,7819
805668.8684046668,207.28544010704545,3076,1691.25,129785.6,128378.0,-370.2,221.6,4.352,7819
805668.8684046668,207.28544010704545,3077,1691.8,129816.6,128414.3333,-373.9,221.0,4.307,7819
805668.8684046668,207.28544010704545,3078,1692.35,129847.9,128450.6667,-368.0,222.0,4.297,7819
805668.8684046668,207.28544010704545,3079,1692.9,129879.3,128487.0,-366.2,222.3,4.467,7819
805668.8684046668,207.28544010704545,3080,1693.45,129909.5,128523.6667,-370.9,221.5,4.292,7819
805668.8684046668,207.28544010704545,3081,1694.0,129941.0,128560.3333,-374.7,220.9,4.083,7819
805668.8684046668,207.28544010704545,3082,1694.55,129974.1,128597.0,-370.8,221.5,4.255,7819
805668.8684046668,207.28544010704545,3083,1695.1,130005.8,128635.0,-370.2,221.6,4.159,7819
805668.8684046668,207.28544010704545,3084,1695.65,130038.3,128673.0,-377.6,220.4,3.944,7819
805668.8684046668,207.28544010704545,3085,1696.2,130072.6,128711.0,-372.3,221.2,4.143,7819
805668.8684046668,207.28544010704545,3086,1696.75,130105.2,128748.0,-371.4,221.4,4.202,7819
805668.8684046668,207.28544010704545,3087,1697.3,130137.4,128785.0,-370.1,221.6,4.251,7819
805668.8684046668,207.28544010704545,3088,1697.85,130169.2,128822.0,-373.0,221.1,4.098,7819
805668.8684046668,207.28544010704545,3089,1698.4,130202.2,128859.3333,-374.5,220.9,4.118,7819
805668.8684046668,207.28544010704545,3090,1698.95,130235.0,128896.6667,-368.6,221.8,4.307,7819
805668.8684046668,207.28544010704545,3091,1699.5,130266.4,128934.0,-370.3,221.6,4.289,7819
805668.8684046668,207.28544010704545,3092,1700.05,130298.0,128969.3333,-370.4,221.5,4.284,7819
805668.8684046668,207.28544010704545,3093,1700.6,130329.5,129004.6667,-365.6,222.3,4.343,7819
805668.8684046668,207.28544010704545,3094,1701.15,130360.7,129040.0,-377.1,220.4,4.119,7819
805668.8684046668,207.28544010704545,3095,1701.7,130393.5,129079.3333,-375.0,220.8,3.93,7819
805668.8684046668,207.28544010704545,3096,1702.25,130428.0,129118.6667,-375.6,220.7,4.117,7819
805668.8684046668,207.28544010704545,3097,1702.8,130460.9,129158.0,-366.6,222.2,4.196,7819
805668.8684046668,207.28544010704545,3098,1703.35,130493.1,129194.6667,-372.1,221.3,4.275,7819
805668.8684046668,207.28544010704545,3099,1703.9,130524.8,129231.3333,-374.3,220.9,4.124,7819
805668.8684046668,207.28544010704545,3100,1704.45,130557.7,129268.0,-370.0,221.6,4.132,7819
805668.8684046668,207.28544010704545,3101,1705.0,130590.5,129305.3333,-373.0,221.1,4.152,7819
805668.8684046668,207.28544010704545,3102,1705.55,130623.1,129342.6667,-372.6,221.2,4.146,7819
805668.8684046668,207.28544010704545,3103,1706.1,130655.8,129380.0,-371.7,221.3,4.145,7819
805668.8684046668,207.28544010704545,3104,1706.65,130688.5,129417.6667,-372.2,221.2,4.143,7819
805668.8684046668,207.28544010704545,3105,1707.2,130721.2,129455.3333,-373.9,220.9,3.895,7819
805668.8684046668,207.28544010704545,3106,1707.75,130756.1,129493.0,-380.8,219.8,3.8,7819
805668.8684046668,207.28544010704545,3107,1708.3,130791.8,129532.6667,-377.8,220.3,3.74,7819
805668.8684046668,207.28544010704545,3108,1708.85,130828.0,129572.3333,-370.0,221.6,4.234,7819
805668.8684046668,207.28544010704545,3109,1709.4,130860.1,129612.0,-372.3,221.2,4.132,7819
805668.8684046668,207.28544010704545,3110,1709.95,130892.9,129650.0,-374.6,220.8,4.034,7819
805668.8684046668,207.28544010704545,3111,1710.5,130926.6,129688.0,-373.6,221.0,4.086,7819
805668.8684046668,207.28544010704545,3112,1711.05,130959.8,129726.0,-371.9,221.3,4.042,7819
805668.8684046668,207.28544010704545,3113,1711.6,130993.4,129764.6667,-375.6,220.7,3.992,7819
805668.8684046668,207.28544010704545,3114,1712.15,131027.5,129803.3333,-378.1,220.2,3.829,7819
805668.8684046668,207.28544010704545,3115,1712.7,131063.0,129842.0,-374.4,220.8,3.996,7819
