Gasage (yr BP),CO2 (ppmv),bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta,Year
-51.02999999999997,368.02248790241714,1,0.0,-50.0,-55.0,,218.3,3.105321,2001
-48.0,361.78073658846415,2,0.55,-43.55977,-50.51333333,,218.3,3.104805,2002
-46.27927212999998,359.6477931830841,3,1.1,-37.44019,-46.02666667,,218.3,3.104404,2003
-44.40564212000004,357.10673969933646,4,1.65,-31.64156,-41.54,,218.3,3.104025,2004
-43.07999999999993,353.94668533391206,5,2.2,-24.55278,-34.51666667,,218.3,3.103453,2005
-42.313517060000095,353.72423581425323,6,2.75,-17.78422,-27.49333333,,218.3,3.102677,2006
-41.13481671,352.41630841973364,7,3.3,-11.01305,-20.47,,218.3,3.101557,2007
-39.97139973000003,350.8086522409729,8,3.85,-3.2703,-12.21333333,,218.3,3.099708,2008
-39.407967809999946,349.8002703595191,9,4.4,5.447842,-3.956666667,,218.3,3.096691,2009
-38.966334940000024,349.27841464963046,10,4.95,13.52999,4.3,,218.3,3.092812,2010
-38.06951193000009,347.59740561133145,11,5.5,22.27284,13.22,,218.3,3.087226,2011
-37.20859160000009,345.44120600376243,12,6.05,30.70987,22.14,,218.3,3.080266,2012
-36.616016200000104,344.71776861346984,13,6.6,38.51757,31.06,-390.9,218.3,3.07229,2013
-36.14322833999995,343.9736767615952,14,7.15,47.00211,39.72333333,-385.1,219.2,3.055912,2014
-35.76218001999996,343.1107520502481,15,7.7,55.20552,48.38666667,-377.8,220.4,3.043866,2015
-34.916752950000046,342.0519764062061,16,8.25,64.43646,57.05,-394.1,217.7,3.027896,2016
-33.07684986999993,341.3292967441024,17,8.8,73.05573,66.38,-398.7,217.0,3.011312,2017
-33.02591865999989,339.4604885213476,18,9.35,81.72349,75.71,-395.9,217.4,2.994881,2018
-29.14258988000006,334.84855553252345,19,9.9,90.43857,85.04,-395.9,217.4,2.92487,2019
-26.796750369999927,335.54695345792317,20,10.45,99.70485,94.86333333,-399.3,216.9,2.678806,2020
-26.67036968000002,332.3689555204767,21,11.0,109.8195,104.6866667,-391.4,218.2,2.668117,2021
-25.570921230000067,332.3656863259178,22,11.55,119.2176,114.51,-399.5,216.8,2.660774,2022
-24.133413320000045,331.54980566810485,23,12.1,129.3916,124.6733333,-402.9,216.3,2.65627,2023
-22.088334380000106,328.41588801232757,24,12.65,139.9534,134.8366667,-393.9,217.8,2.655582,2024
-22.041017810000085,330.3504422217994,25,13.2,150.1377,145.0,-398.6,217.0,2.659589,2025
-20.872681979999925,326.3093257445175,26,13.75,160.6797,155.4433333,-389.8,218.4,2.662412,2026
-20.65630200999999,326.6491948420144,27,14.3,171.2088,165.8866667,-394.5,217.7,2.66669,2027
-20.637150239999983,324.9059936630005,28,14.85,181.7194,176.33,-400.5,216.7,2.672306,2028
-20.22168347999991,324.5570616692709,29,15.4,191.8325,186.7333333,-403.6,216.2,2.678883,2029
-19.42321801999992,324.70605757685405,30,15.95,202.293,197.1366667,-393.1,217.9,2.734536,2030
-18.98437082999999,325.07717594979096,31,16.5,212.5394,207.54,-410.9,215.0,2.745716,2031
-18.813869489999888,324.08551736938495,32,17.05,223.471,218.3533333,-393.6,217.8,2.75664,2032
-18.53874855999993,320.38065078205506,33,17.6,233.9967,229.1666667,-391.1,218.2,2.768041,2033
-16.78904407999994,320.4923553617883,34,18.15,244.8395,239.98,-391.9,218.1,2.764792,2034
-16.54523532999997,322.1747797142201,35,18.7,255.6953,251.3866667,-396.3,217.4,2.687325,2035
-15.866011569999957,320.98156635342656,36,19.25,266.864,262.7933333,-397.0,217.3,2.699987,2036
-15.297878110000056,319.1950596158425,37,19.8,277.9812,274.2,-404.7,216.0,2.712933,2037
-15.226349230000096,319.8929363220089,38,20.35,289.4143,286.1633333,-398.2,217.1,2.726437,2038
-13.56449558999998,319.12347301713646,39,20.9,301.1585,298.1266667,-395.2,217.6,2.724871,2039
-13.200018279999997,319.06606441856763,40,21.45,312.545,310.09,-403.5,216.2,2.730676,2040
-12.6152798600001,318.61106261456985,41,22.0,323.9099,322.2733333,-398.6,217.0,2.743243,2041
-12.54209154,317.4481354802273,42,22.55,335.5896,334.4566667,-399.7,216.8,2.755527,2042
-12.395341090000102,319.1381732232432,43,23.1,346.8579,346.64,-396.0,217.4,2.726245,2043
-12.321916399999964,317.5216280215933,44,23.65,358.6178,359.39,-400.2,216.7,2.677694,2044
-11.71589999999992,316.59261011941027,45,24.2,370.9679,372.14,-401.6,216.5,2.686326,2045
-10.568661719999907,318.20658038167187,46,24.75,382.9111,384.89,-405.4,215.9,2.693056,2046
-10.31404479999992,313.0933880516286,47,25.3,395.2021,397.84,-399.0,216.9,2.741105,2047
-9.092695849999927,311.98389241638387,48,25.85,407.2843,410.79,-396.9,217.3,2.821527,2048
-8.56297111999993,316.3340200101121,49,26.4,418.6733,423.74,-394.9,217.6,2.821524,2049
-8.102785849999918,316.1014028920352,50,26.95,430.4257,436.3933333,-406.6,215.7,2.818627,2050
-7.872424290000026,314.57216625352925,51,27.5,442.5554,449.0466667,-395.2,217.6,2.827304,2051
-7.257538840000052,315.2703546298443,52,28.05,454.3007,461.7,-395.3,217.5,2.864376,2052
-7.203373640000109,316.3253801823537,53,28.6,466.2551,474.5333333,-399.5,216.8,2.850119,2053
-7.103747099999964,314.4370577968855,54,29.15,478.2794,487.3666667,-401.0,216.6,2.831804,2054
-6.157200000000103,315.342073915026,55,29.7,490.3924,500.2,-393.6,217.8,2.783818,2055
-4.795964650000087,314.7139613439055,56,30.25,503.0865,513.42,-410.4,215.0,2.649808,2056
-3.791544359999989,313.1710570119369,57,30.8,516.0368,526.64,-401.3,216.5,2.628777,2057
-3.713937369999939,312.8003637775662,58,31.35,529.475,539.86,-398.3,217.0,2.608592,2058
-3.5585613600001125,312.22274083278216,59,31.9,542.6268,553.08,-388.5,218.7,2.672903,2059
-2.3839181700000154,312.1844627182946,60,32.45,555.8396,566.3,-391.9,218.1,2.822153,2060
-0.2509000000000014,312.0017776102837,61,33.0,568.3494,579.52,-400.8,216.6,2.805037,2061
0.3315282599999136,313.6602846482332,62,33.55,580.9313,592.3966667,-387.7,218.8,2.790755,2062
1.225945319999937,309.6939936066409,63,34.1,593.5725,605.2733333,-401.4,216.5,2.787745,2063
2.2935130999999274,311.57094999761165,64,34.65,606.2219,618.15,-401.0,216.6,2.813386,2064
3.3366031699999894,310.36290017732523,65,35.2,619.1082,630.7,-387.3,218.9,2.808731,2065
3.3731399599998895,312.8663621464335,66,35.75,631.65,643.25,-390.2,218.4,2.808108,2066
4.38416084000005,312.5596867804179,67,36.3,644.5452,655.8,-394.5,217.7,2.782628,2067
4.442779830000063,311.9671347125998,68,36.85,657.9103,669.4466667,-401.9,216.4,2.545311,2068
4.6126112699998885,311.8114965345337,69,37.4,672.1189,683.0933333,-399.8,216.8,2.556151,2069
5.037190190000047,310.440204448011,70,37.95,686.6481,696.74,-399.9,216.8,2.572144,2070
5.2356770799999595,311.2775834649954,71,38.5,700.6882,711.2466667,-399.1,216.9,2.550936,2071
5.490957340000023,310.224309572614,72,39.05,715.2436,725.7533333,-401.9,216.4,2.521643,2072
6.426352059999999,312.36164019507424,73,39.6,729.5808,740.26,-404.8,216.0,2.535807,2073
7.792658919999894,311.878053578341,74,40.15,744.6373,754.86,-401.6,216.5,2.548125,2074
7.964587149999943,312.8437329659678,75,40.7,759.2383,769.46,-396.7,217.3,2.830327,2075
8.22030175000009,312.393938618938,76,41.25,772.3893,784.06,-397.1,217.2,2.841283,2076
9.160584629999905,311.80226771747726,77,41.8,785.8553,797.64,-394.2,217.7,2.84443,2077
9.245991239999968,307.7386635857962,78,42.35,798.9567,811.22,-395.9,217.4,2.903514,2078
10.030999999999947,309.80091502114107,79,42.9,812.1401,824.8,-392.7,218.0,3.133139,2079
10.408172680000009,310.9510867188181,80,43.45,824.3588,837.55,-390.4,218.3,3.136153,2080
10.77751491999993,311.21179432912515,81,44.0,836.5675,850.3,-389.0,218.6,3.139172,2081
11.03227736000008,310.4566675193962,82,44.55,848.7663,863.05,-387.0,218.9,3.075957,2082
11.838400000000092,308.47982780846024,83,45.1,861.5453,876.68,-402.3,216.4,2.756111,2083
11.870147509999924,311.94102882822733,84,45.65,875.4421,890.31,-392.5,218.0,2.758608,2084
12.132119869999997,311.52050972739016,85,46.2,889.3285,903.94,-404.6,216.0,2.761102,2085
12.233306950000042,312.3293254879136,86,46.75,903.5693,918.55,-390.5,218.3,2.744254,2086
13.13678570000002,307.4076931745866,87,47.3,917.8998,933.16,-402.3,216.4,2.734505,2087
14.12664190999999,309.3446868650601,88,47.85,932.2836,947.77,-400.1,216.7,2.736998,2088
14.290543329999991,307.25859856593024,89,48.4,947.0249,962.7,-399.4,216.9,2.746718,2089
14.94369888999995,306.3197983876916,90,48.95,960.9822,977.63,-400.6,216.7,2.793314,2090
16.123575399999936,309.6306260790445,91,49.5,975.4282,992.56,-393.8,217.8,2.795871,2091
16.40695077999999,307.0755443187391,92,50.05,989.8635,1007.383333,-398.5,217.0,2.798396,2092
17.219075570000086,305.94402817135216,93,50.6,1004.288,1022.206667,-398.7,217.0,2.8391,2093
17.462700710000036,308.27919921307927,94,51.15,1018.508,1037.03,-401.8,216.5,2.861252,2094
17.70639580000011,308.25556223436706,95,51.7,1032.268,1051.463333,-395.2,217.6,2.863657,2095
19.17030616000011,305.7409186942765,96,52.25,1046.723,1065.896667,-390.1,218.4,2.856795,2096
20.613674270000047,305.3808267142061,97,52.8,1060.862,1080.33,-393.9,217.8,2.821768,2097
21.256399999999985,305.78294147245686,98,53.35,1075.176,1095.11,-400.6,216.7,2.824023,2098
21.46069323000006,305.70537216677735,99,53.9,1089.481,1109.89,-400.9,216.6,2.826217,2099
21.843200000000024,305.66786848134046,100,54.45,1104.135,1124.67,-391.7,218.1,2.938972,2100
22.203540369999928,308.01874186181465,101,55.0,1118.228,1139.59,-399.3,216.9,2.977765,2101
24.68695709000008,304.96915678718324,102,55.55,1132.48,1154.51,-386.7,219.0,2.979947,2102
25.251618980000103,304.7159146968185,103,56.1,1146.385,1169.43,-401.5,216.5,2.997708,2103
27.163116590000072,306.19862429992156,104,56.65,1160.21,1183.663333,-398.1,217.1,3.046928,2104
27.494957789999944,303.1815383191544,105,57.2,1173.811,1197.896667,-390.4,218.3,3.048791,2105
30.2922188,301.8758603769565,106,57.75,1187.738,1212.13,-389.8,218.4,3.050581,2106
31.331601200000023,304.61320734820134,107,58.3,1201.327,1226.456667,-390.7,218.3,3.012204,2107
32.12541188,303.85222132002366,108,58.85,1215.092,1240.783333,-399.3,216.9,2.995794,2108
34.213969129999896,301.9151507114715,109,59.4,1229.273,1255.11,-392.5,218.0,2.997182,2109
35.60700403999999,300.7000886560916,110,59.95,1243.449,1270.176667,-393.8,217.8,2.979469,2110
37.484859689999894,301.29772622272134,111,60.5,1258.053,1285.243333,-394.4,217.7,2.920587,2111
38.71498595999992,299.25727749401767,112,61.05,1272.603,1300.31,-397.0,217.3,2.921544,2112
38.90461155999992,297.7268153632511,113,61.6,1287.152,1315.393333,-397.8,217.1,2.922352,2113
39.28414915000008,298.10624698316605,114,62.15,1302.045,1330.476667,-388.6,218.6,3.087595,2114
40.23523068999998,297.86910679162327,115,62.7,1315.817,1345.56,-394.7,217.6,3.108113,2115
41.47609211000008,301.50413540464433,116,63.25,1330.151,1360.473333,-390.6,218.3,3.10837,2116
44.225799999999936,299.62686294971274,117,63.8,1344.162,1375.386667,-397.0,217.3,3.111592,2117
44.45643668999992,297.32821856127947,118,64.35,1357.836,1390.3,-386.6,219.0,3.114634,2118
44.64919585999996,299.0235966178361,119,64.9,1371.821,1404.833333,-390.6,218.3,3.114276,2119
46.09347466000008,295.9913578166476,120,65.45,1385.811,1419.366667,-397.0,217.3,3.113704,2120
48.29812528999992,295.6106368299745,121,66.0,1399.806,1433.9,-396.1,217.4,2.820622,2121
49.82164923999994,294.22072160003313,122,66.55,1415.617,1450.18,-398.9,216.9,2.803153,2122
51.057595010000114,297.0473645165553,123,67.1,1431.53,1466.46,-400.2,216.7,2.80226,2123
51.34283968999989,295.2814574829282,124,67.65,1447.451,1482.74,-398.7,217.0,2.871246,2124
56.24367503999997,293.80883068272027,125,68.2,1462.64,1498.793333,-389.7,218.5,2.882421,2125
56.34117893999996,293.16654166689625,126,68.75,1478.122,1514.846667,-401.6,216.5,2.880757,2126
56.9396999999999,295.3164626735822,127,69.3,1493.617,1530.9,-397.9,217.1,2.865307,2127
57.12160448999998,294.8594308441452,128,69.85,1509.198,1546.89,-399.2,216.9,2.855912,2128
57.6094814600001,295.17192926023625,129,70.4,1524.834,1562.88,-397.6,217.2,2.853573,2129
60.1310578099999,290.9175394046256,130,70.95,1540.486,1578.87,-390.5,218.3,2.870685,2130
60.992519469999934,292.3423879392772,131,71.5,1556.402,1595.08,-401.5,216.5,2.884297,2131
62.60553327000002,294.34178746728605,132,72.05,1571.892,1611.29,-395.7,217.5,2.881112,2132
64.39987096999994,288.1157636999787,133,72.6,1587.755,1627.5,-394.5,217.7,2.826122,2133
65.82009999999991,289.2265988139854,134,73.15,1603.929,1644.266667,-402.9,216.3,2.752708,2134
66.20852756999989,289.7624132149648,135,73.7,1620.539,1661.033333,-401.0,216.6,2.748981,2135
67.07764627999995,292.46393479402104,136,74.25,1637.175,1677.8,-391.5,218.2,2.796988,2136
70.04941602000008,287.7707291897673,137,74.8,1653.893,1694.506667,-403.4,216.2,2.858533,2137
73.09478323000008,289.3281310647417,138,75.35,1669.896,1711.213333,-393.4,217.8,2.853567,2138
76.2620196800001,291.5581974658393,139,75.9,1685.574,1727.92,-393.8,217.8,2.813092,2139
77.17362217000004,286.6550967370638,140,76.45,1701.843,1744.806667,-400.8,216.6,2.740314,2140
79.95531419999998,286.32578146070443,141,77.0,1719.291,1761.693333,-399.3,216.9,2.734628,2141
80.3438782799999,287.9864944292303,142,77.55,1736.397,1778.58,-396.6,217.3,2.776,2142
81.58508690999997,289.53614491302415,143,78.1,1753.243,1795.473333,-395.3,217.5,2.835,2143
82.26960000000008,287.9922513016967,144,78.65,1769.379,1812.366667,-392.6,218.0,2.835,2144
83.25611204999996,285.05229227816864,145,79.2,1785.877,1829.26,-404.4,216.0,2.775,2145
85.87161822999997,286.65415816058197,146,79.75,1802.735,1846.63,-394.4,217.7,2.689,2146
87.02144425999995,285.3533187571561,147,80.3,1820.513,1864.0,-402.2,216.4,2.689,2147
88.16551931000004,287.17456217295097,148,80.85,1837.917,1881.37,-401.9,216.4,2.755,2148
91.15595858000006,286.6330756116753,149,81.4,1854.906,1897.823333,-393.8,217.8,2.816,2149
93.3796722699999,283.16210074754474,150,81.95,1871.526,1914.276667,-402.3,216.4,2.816,2150
95.28161881999996,285.56557722684016,151,82.5,1888.512,1930.73,-385.1,219.2,2.88,2151
96.29172496,288.05443747992655,152,83.05,1905.122,1947.4,-395.9,217.4,2.933,2152
98.89435269,285.4658308627274,153,83.6,1921.089,1964.07,-395.8,217.4,2.933,2153
99.173,288.7903954001126,154,84.15,1936.711,1980.74,-398.2,217.0,2.871,2154
99.73761839999996,284.00163402345765,155,84.7,1953.737,1997.776667,-394.8,217.6,2.8,2155
102.67820000000006,286.839237474432,156,85.25,1970.831,2014.813333,-397.7,217.1,2.8,2156
104.09510939000006,283.6198856894272,157,85.8,1987.929,2031.85,-400.3,216.7,2.74,2157
105.34534607,283.1828720355646,158,86.35,2005.404,2049.556667,-402.4,216.4,2.692,2158
105.53888998000002,283.5311237194569,159,86.9,2023.194,2067.263333,-396.0,217.4,2.692,2159
106.70678711000004,281.58148260537183,160,87.45,2041.366,2084.97,-401.4,216.5,2.821,2160
109.17184283000006,283.6545457229947,161,88.0,2058.349,2102.193333,-386.1,219.1,2.869,2161
113.2998,284.151983964357,162,88.55,2075.403,2119.416667,-400.1,216.7,2.869,2162
116.82279999999992,283.82039231033946,163,89.1,2092.459,2136.64,-400.3,216.7,2.799,2163
117.12622381999996,285.0861666968484,164,89.65,2109.946,2153.993333,-393.2,217.9,2.783,2164
123.07770000000004,285.90893992625405,165,90.2,2127.17,2171.346667,-399.7,216.8,2.783,2165
125.25500000000012,281.3603652847592,166,90.75,2144.764,2188.7,-397.9,217.1,2.696,2166
136.34030000000007,284.43128758236145,167,91.3,2162.928,2206.983333,-402.0,216.4,2.691,2167
150.6636000000001,282.7995518984052,168,91.85,2181.506,2225.266667,-398.7,217.0,2.729,2168
153.5284999999999,280.40443666000317,169,92.4,2199.454,2243.55,-398.6,217.0,2.887,2169
154.05649999999991,282.3047106620081,170,92.95,2216.423,2260.54,,217.6,2.887,2170
155.9034999999999,281.61711795078935,171,93.5,2233.749,2277.53,-390.6,218.3,2.888,2171
169.70010000000002,273.07371696468044,172,94.05,2250.719,2294.52,-394.0,217.7,2.891,2172
170.5109,280.23629818436876,173,94.6,2268.024,2311.996667,-397.9,217.1,2.891,2173
176.54449999999997,277.8559524780317,174,95.15,2285.687,2329.473333,-394.8,217.6,2.71,2174
186.3032000000001,276.3961020284933,175,95.7,2304.155,2346.95,-408.2,215.4,2.503,2175
187.1217999999999,277.15568662096365,176,96.25,2324.155,2366.986667,-404.3,216.0,2.503,2176
197.87059999999997,278.00200109884094,177,96.8,2344.158,2387.023333,-399.6,216.8,2.634,2177
198.0684000000001,276.4573287163011,178,97.35,2363.171,2407.06,-400.8,216.6,2.649,2178
200.88010000000008,277.6000738939942,179,97.9,2381.69,2426.05,-401.5,216.5,2.623,2179
208.7428,276.8090000432731,180,98.45,2400.787,2445.04,-407.7,215.5,2.552,2180
216.12799999999993,278.3109424912346,181,99.0,2420.419,2464.03,-400.5,216.7,2.552,2181
226.99260000000004,277.01330979867544,182,99.55,2440.054,2482.973333,-395.8,217.4,2.677,2182
227.13560000000007,278.27011023020174,183,100.1,2459.158,2501.916667,-399.7,216.8,2.734,2183
255.93360000000007,277.35805088594464,184,100.65,2477.49,2520.86,-399.6,216.8,2.737,2184
260.2585999999999,276.3246167739362,185,101.2,2496.178,2538.836667,-394.8,217.6,2.91,2185
268.10570000000007,276.6596678045921,186,101.75,2513.759,2556.813333,-398.5,217.0,2.91,2186
300.9031,278.0152295252318,187,102.3,2530.991,2574.79,-390.2,218.4,2.904,2187
310.18550000000005,276.6872122505445,188,102.85,2548.615,2592.536667,-396.4,217.3,2.869,2188
321.4006999999999,273.78076231204557,189,103.4,2566.453,2610.283333,-392.7,218.0,2.869,2189
340.53919999999994,271.10903046702873,190,103.95,2584.294,2628.03,-400.4,216.7,2.902,2190
346.58140000000003,275.066577843599,191,104.5,2601.936,2645.516667,-393.5,217.8,2.963,2191
359.0093999999999,279.3568610690018,192,105.05,2619.218,2663.003333,-390.6,218.3,2.963,2192
361.8233,281.10892823134105,193,105.6,2636.503,2680.49,-395.2,217.5,2.877,2193
376.98710000000005,282.5698274885973,194,106.15,2654.309,2698.623333,-396.9,217.3,2.788,2194
390.1370999999999,281.82904146165555,195,106.7,2673.049,2716.756667,-399.1,216.9,2.788,2195
400.3525,283.5296825674026,196,107.25,2691.426,2734.89,-396.9,217.3,2.87,2196
420.3243,283.94789036843633,197,107.8,2709.281,2752.643333,-401.0,216.6,2.896,2197
448.4713999999999,283.1247803916497,198,108.35,2727.333,2770.396667,-387.9,218.7,2.896,2198
480.6032,280.3125047226672,199,108.9,2745.035,2788.15,-390.3,218.4,3.107,2199
500.8362,282.22658040584827,200,109.45,2761.538,2804.983333,-390.8,218.3,3.117,2200
521.1956,279.7256958832981,201,110.0,2777.985,2821.816667,-390.2,218.4,3.117,2201
539.1394,279.6965499485699,202,110.55,2794.765,2838.65,-395.6,217.5,3.113,2202
559.6678999999999,280.9115788303861,203,111.1,2811.569,2855.313333,-387.7,218.8,3.113,2203
601.1501000000001,278.3621212274177,204,111.65,2828.377,2871.976667,-388.9,218.6,3.113,2204
619.8800000000001,284.0676432722511,205,112.2,2845.188,2888.64,-388.9,218.6,2.935,2205
642.5527999999999,281.5784089788515,206,112.75,2863.372,2906.75,-395.4,217.5,2.931,2206
671.8032000000001,278.4312489162189,207,113.3,2880.88,2924.86,-399.5,216.8,2.914,2207
690.4929,282.199286054067,208,113.85,2898.493,2942.97,-401.7,216.5,2.832,2208
698.7306000000001,282.41311047504325,209,114.4,2916.62,2961.046667,-392.2,218.0,2.832,2209
739.0450000000001,283.68828915610504,210,114.95,2935.475,2979.123333,-393.9,217.8,2.795,2210
750.1886,284.54004420226613,211,115.5,2954.216,2997.2,-397.7,217.1,2.752,2211
784.0183999999999,283.9659747066713,212,116.05,2973.25,3016.216667,-401.1,216.6,2.752,2212
803.7130999999999,284.510584449478,213,116.6,2992.287,3035.233333,-395.7,217.5,2.811,2213
834.3911,282.8416314024614,214,117.15,3010.929,3054.25,-398.7,217.0,2.825,2214
850.5902000000001,283.0944582572788,215,117.7,3029.481,3072.566667,-395.0,217.6,2.838,2215
879.7973,282.8444160166049,216,118.25,3047.953,3090.883333,-394.7,217.6,2.925,2216
900.82294,280.9667443357615,217,118.8,3065.873,3109.2,-395.8,217.4,2.925,2217
909.92083,280.9161701585891,218,119.35,3083.797,3127.056667,-391.8,218.1,2.969,2218
930.72784,280.06452973881244,219,119.9,3101.805,3144.913333,,218.4,3.051,2219
932.42209,279.7987034131486,220,120.45,3119.333,3162.77,-387.9,218.7,3.051,2220
967.34583,278.7402401551619,221,121.0,3136.864,3181.626667,-404.4,216.0,2.761,2221
992.34736,277.4071684030988,222,121.55,3156.241,3200.483333,-401.1,216.6,2.56,2222
1035.87184,280.10552589040225,223,122.1,3177.139,3219.34,-403.4,216.2,2.586,2223
1074.5898,279.42044060983585,224,122.65,3198.229,3239.543333,-391.8,218.1,2.753,2224
1127.67222,278.62300321449914,225,123.2,3217.67,3259.746667,-400.5,216.7,2.753,2225
1156.89504,279.72469920818,226,123.75,3237.115,3279.95,-406.2,215.7,2.742,2226
1187.70454,279.29371083930937,227,124.3,3257.018,3299.556667,-392.7,217.9,2.734,2227
1219.5665,279.9902637416671,228,124.85,3276.601,3319.163333,-400.0,216.7,2.738,2228
1248.75007,277.098940914164,229,125.4,3296.536,3338.77,-401.9,216.4,2.791,2229
1280.82364,278.45496800258206,230,125.95,3315.728,3358.116667,-391.3,218.2,2.791,2230
1313.00077,279.58805021854124,231,126.5,3335.292,3377.463333,-399.8,216.8,2.734,2231
1335.4754400000002,277.86971612986054,232,127.05,3355.269,3396.81,-404.2,216.0,2.676,2232
1367.59231,276.19603745957005,233,127.6,3375.293,3416.733333,-395.6,217.5,2.678,2233
1392.53167,278.4608975547629,234,128.15,3395.691,3436.656667,-397.2,217.2,2.785,2234
1398.37838,276.5590465243607,235,128.7,3415.309,3456.58,-398.2,217.0,2.785,2235
1432.04389,276.78951906858396,236,129.25,3434.932,3475.966667,-396.6,217.3,2.833,2236
1461.86806,277.1056915049757,237,129.8,3454.226,3495.353333,-395.6,217.5,2.892,2237
1513.06166,279.9999146746923,238,130.35,3472.768,3514.74,-392.7,217.9,2.892,2238
1543.63545,279.12520908544417,239,130.9,3491.67,3533.356667,-401.8,216.4,2.932,2239
1565.77312,277.24691789826335,240,131.45,3510.318,3551.973333,-387.3,218.8,2.941,2240
1592.66644,277.79537780888165,241,132.0,3528.914,3570.59,-394.6,217.6,2.927,2241
1632.45421,281.692138914424,242,132.55,3547.602,3589.506667,-397.2,217.2,2.831,2242
1654.39543,280.9089598541969,243,133.1,3566.928,3608.423333,-394.5,217.6,2.831,2243
1675.55608,280.2444922059889,244,133.65,3586.616,3627.34,-399.5,216.8,2.929,2244
1683.9046899999998,278.31439989271746,245,134.2,3605.297,3645.753333,-389.9,218.4,3.018,2245
1709.3986,280.24908719030117,246,134.75,3623.431,3664.166667,-390.8,218.3,3.018,2246
1775.46638,277.55589209790946,247,135.3,3641.569,3682.58,-394.4,217.7,3.053,2247
1796.46924,278.0719954240161,248,135.85,3659.503,3700.726667,-391.7,218.1,3.062,2248
1814.0,278.1,249,136.4,3677.719,3718.873333,-389.2,218.5,3.061,2249
1846.0,277.5,250,136.95,3695.606,3737.02,-401.6,216.5,3.009,2250
1894.0,277.4,251,137.5,3713.807,3754.993333,-387.2,218.9,3.009,2251
1920.0,277.9,252,138.05,3732.356,3772.966667,-387.8,218.8,2.966,2252
1949.0,276.7,253,138.6,3750.828,3790.94,-404.9,215.9,2.867,2253
1999.70909090909,278.0,254,139.15,3770.297,3810.026667,-388.9,218.6,2.867,2254
2093.3590909090913,276.9,255,139.7,3789.41,3829.113333,-394.9,217.6,2.853,2255
2234.2352727272723,276.7,256,140.25,3808.621,3848.2,-393.8,217.8,2.847,2256
2265.5493333333334,276.7,257,140.8,3828.24,3867.58,-399.6,216.8,2.846,2257
2414.3166666666666,277.6,258,141.35,3847.506,3886.96,-400.9,216.6,2.843,2258
2526.12496969697,277.9,259,141.9,3867.16,3906.34,-391.0,218.2,2.843,2259
2628.015757575757,273.9,260,142.45,3886.813,3925.696667,-396.1,217.4,2.816,2260
2708.475454545455,278.9,261,143.0,3906.291,3945.053333,-398.5,217.0,2.795,2261
2801.7606666666657,275.3,262,143.55,3926.29,3964.41,-396.5,217.3,2.797,2262
2904.5469090909087,274.7,263,144.1,3946.279,3983.956667,-397.8,217.1,2.848,2263
2948.816303030303,276.3,264,144.65,3965.551,4003.503333,-392.9,217.9,2.848,2264
3056.604242424242,274.6,265,145.2,3985.184,4023.05,-398.7,216.9,2.864,2265
3255.728181818182,276.3,266,145.75,4004.712,4041.94,-398.9,216.9,2.881,2266
3283.661575757576,273.1,267,146.3,4023.769,4060.83,-390.6,218.3,2.881,2267
3431.119272727273,274.0,268,146.85,4043.189,4079.72,-390.4,218.3,2.902,2268
3528.2878787878785,275.0,269,147.4,4062.473,4098.75,-402.3,216.4,2.904,2269
3644.462727272728,273.4,270,147.95,4081.742,4117.78,-389.9,218.4,2.909,2270
3693.407696969697,273.0,271,148.5,4100.982,4136.81,-390.3,218.3,2.923,2271
3806.856969696969,271.5,272,149.05,4119.779,4156.106667,-398.8,216.9,2.923,2272
3856.166363636364,275.4,273,149.6,4138.935,4175.403333,-397.8,217.1,2.913,2273
3968.9506060606054,274.9,274,150.15,4158.16,4194.7,-394.9,217.6,2.909,2274
4108.666727272727,271.7,275,150.7,4177.41,4213.876667,-392.2,218.0,2.905,2275
4205.842363636364,271.6,276,151.25,4196.69,4233.053333,-404.7,216.0,2.857,2276
4275.076666666667,272.8,277,151.8,4216.299,4252.23,-391.2,218.2,2.857,2277
4342.822424242424,271.5,278,152.35,4235.912,4270.926667,-387.3,218.8,2.966,2278
4494.362424242425,271.1,279,152.9,4254.808,4289.623333,-396.4,217.3,3.072,2279
4592.819272727273,269.1,280,153.45,4273.049,4308.32,-387.0,218.9,3.072,2280
4647.462909090909,269.8,281,154.0,4291.295,4327.686667,-398.1,217.0,2.79,2281
4773.001515151515,271.5,282,154.55,4311.389,4347.053333,-401.4,216.5,2.727,2282
4921.201818181818,270.7,283,155.1,4331.952,4366.42,-395.2,217.5,2.79,2283
4981.579878787878,269.3,284,155.65,4352.055,4385.993333,-393.4,217.8,2.915,2284
5086.789939393939,268.6,285,156.2,4371.293,4405.566667,-394.9,217.6,2.915,2285
5218.5661818181825,269.8,286,156.75,4390.536,4425.14,-397.1,217.2,2.815,2286
5311.175757575757,267.6,287,157.3,4410.467,4444.616667,-400.6,216.6,2.787,2287
5357.548545454545,265.3,288,157.85,4430.602,4464.093333,-393.0,217.9,2.852,2288
5533.289575757576,265.2,289,158.4,4450.283,4483.57,-387.1,218.9,3.033,2289
5581.297333333333,267.6,290,158.95,4468.793,4502.196667,-397.5,217.1,3.033,2290
5757.606363636363,265.9,291,159.5,4487.643,4520.823333,-390.4,218.3,2.902,2291
